name,value
Nam Tuấn, Nam Tuấn
Đại Tiến, Đại Tiến
Đức Long, Đức Long
Ngũ Lão, Ngũ Lão
Trương Lương, Trương Lương
Hồng Việt, Hồng Việt
Hoàng Tung, Hoàng Tung
Nguyễn Huệ, Nguyễn Huệ
Bạch Đằng, Bạch Đằng
Bình Dương, Bình Dương
Lê Chung, Lê Chung
Hồng Nam, Hồng Nam
Nguyên Bình, Nguyên Bình
Tĩnh Túc, Tĩnh Túc
Yên Lạc, Yên Lạc
Triệu Nguyên, Triệu Nguyên
Ca Thành, Ca Thành
Vũ Nông, Vũ Nông
Minh Tâm, Minh Tâm
Thể Dục, Thể Dục
Mai Long, Mai Long
Vũ Minh, Vũ Minh
Hoa Thám, Hoa Thám
Quang Thành, Quang Thành
Tam Kim, Tam Kim
Thành Công, Thành Công
Thịnh Vượng, Thịnh Vượng
Đông Khê, Đông Khê
Canh Tân, Canh Tân
Kim Đồng, Kim Đồng
Đức Thông, Đức Thông
Thái Cường, Thái Cường
Vân Trình, Vân Trình
Thụy Hùng, Thụy Hùng
Quang Trọng, Quang Trọng
Trọng Con, Trọng Con
Lê Lai, Lê Lai
Nguyễn Thị Minh Khai, Nguyễn Thị Minh Khai
Sông Cầu, Sông Cầu
Đức Xuân, Đức Xuân
Phùng Chí Kiên, Phùng Chí Kiên
Huyền Tụng, Huyền Tụng
Nông Thượng, Nông Thượng
Xuất Hóa, Xuất Hóa
Bằng Thành, Bằng Thành
Nhạn Môn, Nhạn Môn
Bộc Bố, Bộc Bố
Công Bằng, Công Bằng
Giáo Hiệu, Giáo Hiệu
Xuân La, Xuân La
An Thắng, An Thắng
Cổ Linh, Cổ Linh
Nghiên Loan, Nghiên Loan
Cao Tân, Cao Tân
Chợ Rã, Chợ Rã
Bành Trạch, Bành Trạch
Phúc Lộc, Phúc Lộc
Hà Hiệu, Hà Hiệu
Cao Thượng, Cao Thượng
Khang Ninh, Khang Ninh
Nam Mẫu, Nam Mẫu
Thượng Giáo, Thượng Giáo
Địa Linh, Địa Linh
Yến Dương, Yến Dương
Chu Hương, Chu Hương
Quảng Khê, Quảng Khê
Mỹ Phương, Mỹ Phương
Hoàng Trĩ, Hoàng Trĩ
Đồng Phúc, Đồng Phúc
Nà Phặc, Nà Phặc
Thượng Ân, Thượng Ân
Bằng Vân, Bằng Vân
Cốc Đán, Cốc Đán
Trung Hoà, Trung Hoà
Đức Vân, Đức Vân
Vân Tùng, Vân Tùng
Thượng Quan, Thượng Quan
Hiệp Lực, Hiệp Lực
Thuần Mang, Thuần Mang
Phủ Thông, Phủ Thông
Vi Hương, Vi Hương
Sĩ Bình, Sĩ Bình
Vũ Muộn, Vũ Muộn
Đôn Phong, Đôn Phong
Lục Bình, Lục Bình
Tân Tú, Tân Tú
Nguyên Phúc, Nguyên Phúc
Cao Sơn, Cao Sơn
Quân Hà, Quân Hà
Cẩm Giàng, Cẩm Giàng
Mỹ Thanh, Mỹ Thanh
Dương Phong, Dương Phong
Quang Thuận, Quang Thuận
Bằng Lũng, Bằng Lũng
Xuân Lạc, Xuân Lạc
Nam Cường, Nam Cường
Bản Thi, Bản Thi
Quảng Bạch, Quảng Bạch
Bằng Phúc, Bằng Phúc
Yên Thịnh, Yên Thịnh
Yên Thượng, Yên Thượng
Phương Viên, Phương Viên
Ngọc Phái, Ngọc Phái
Đồng Thắng, Đồng Thắng
Lương Bằng, Lương Bằng
Bằng Lãng, Bằng Lãng
Đại Sảo, Đại Sảo
Nghĩa Tá, Nghĩa Tá
Bình Trung, Bình Trung
Đồng Tâm, Đồng Tâm
Tân Sơn, Tân Sơn
Thanh Vận, Thanh Vận
Mai Lạp, Mai Lạp
Hoà Mục, Hoà Mục
Cao Kỳ, Cao Kỳ
Nông Hạ, Nông Hạ
Yên Cư, Yên Cư
Thanh Thịnh, Thanh Thịnh
Yên Hân, Yên Hân
Như Cố, Như Cố
Bình Văn, Bình Văn
Quảng Chu, Quảng Chu
Văn Vũ, Văn Vũ
Văn Lang, Văn Lang
Lương Thượng, Lương Thượng
Kim Hỷ, Kim Hỷ
Cường Lợi, Cường Lợi
Yến Lạc, Yến Lạc
Kim Lư, Kim Lư
Sơn Thành, Sơn Thành
Văn Minh, Văn Minh
Côn Minh, Côn Minh
Cư Lễ, Cư Lễ
Quang Phong, Quang Phong
Dương Sơn, Dương Sơn
Đổng Xá, Đổng Xá
Liêm Thuỷ, Liêm Thuỷ
Phan Thiết, Phan Thiết
Minh Xuân, Minh Xuân
Tân Quang, Tân Quang
Tràng Đà, Tràng Đà
Nông Tiến, Nông Tiến
Ỷ La, Ỷ La
Tân Hà, Tân Hà
Hưng Thành, Hưng Thành
Kim Phú, Kim Phú
An Khang, An Khang
Mỹ Lâm, Mỹ Lâm
An Tường, An Tường
Lưỡng Vượng, Lưỡng Vượng
Thái Long, Thái Long
Phúc Yên, Phúc Yên
Xuân Lập, Xuân Lập
Khuôn Hà, Khuôn Hà
Lăng Can, Lăng Can
Bình An, Bình An
Thổ Bình, Thổ Bình
Phúc Sơn, Phúc Sơn
Na Hang, Na Hang
Sinh Long, Sinh Long
Thượng Giáp, Thượng Giáp
Thượng Nông, Thượng Nông
Côn Lôn, Côn Lôn
Yên Hoa, Yên Hoa
Đà Vị, Đà Vị
Khau Tinh, Khau Tinh
Sơn Phú, Sơn Phú
Năng Khả, Năng Khả
Thanh Tương, Thanh Tương
Vĩnh Lộc, Vĩnh Lộc
Trung Hà, Trung Hà
Tân Mỹ, Tân Mỹ
Hà Lang, Hà Lang
Hùng Mỹ, Hùng Mỹ
Yên Lập, Yên Lập
Tân An, Tân An
Xuân Quang, Xuân Quang
Ngọc Hội, Ngọc Hội
Phú Bình, Phú Bình
Phúc Thịnh, Phúc Thịnh
Kiên Đài, Kiên Đài
Tân Thịnh, Tân Thịnh
Kim Bình, Kim Bình
Hòa An, Hòa An
Vinh Quang, Vinh Quang
Tri Phú, Tri Phú
Nhân Lý, Nhân Lý
Yên Nguyên, Yên Nguyên
Linh Phú, Linh Phú
Bình Nhân, Bình Nhân
Tân Yên, Tân Yên
Yên Thuận, Yên Thuận
Bạch Xa, Bạch Xa
Minh Khương, Minh Khương
Yên Lâm, Yên Lâm
Minh Dân, Minh Dân
Minh Hương, Minh Hương
Yên Phú, Yên Phú
Bình Xa, Bình Xa
Nhân Mục, Nhân Mục
Thành Long, Thành Long
Bằng Cốc, Bằng Cốc
Đức Ninh, Đức Ninh
Hùng Đức, Hùng Đức
Quí Quân, Quí Quân
Lực Hành, Lực Hành
Kiến Thiết, Kiến Thiết
Trung Minh, Trung Minh
Chiêu Yên, Chiêu Yên
Trung Trực, Trung Trực
Xuân Vân, Xuân Vân
Phúc Ninh, Phúc Ninh
Hùng Lợi, Hùng Lợi
Trung Sơn, Trung Sơn
Tứ Quận, Tứ Quận
Đạo Viện, Đạo Viện
Tân Long, Tân Long
Yên Sơn, Yên Sơn
Lang Quán, Lang Quán
Phú Thịnh, Phú Thịnh
Công Đa, Công Đa
Trung Môn, Trung Môn
Chân Sơn, Chân Sơn
Thái Bình, Thái Bình
Tiến Bộ, Tiến Bộ
Mỹ Bằng, Mỹ Bằng
Hoàng Khai, Hoàng Khai
Nhữ Hán, Nhữ Hán
Nhữ Khê, Nhữ Khê
Sơn Dương, Sơn Dương
Trung Yên, Trung Yên
Minh Thanh, Minh Thanh
Tân Trào, Tân Trào
Vĩnh Lợi, Vĩnh Lợi
Thượng Ấm, Thượng Ấm
Lương Thiện, Lương Thiện
Tú Thịnh, Tú Thịnh
Cấp Tiến, Cấp Tiến
Hợp Thành, Hợp Thành
Phúc Ứng, Phúc Ứng
Đông Thọ, Đông Thọ
Kháng Nhật, Kháng Nhật
Hợp Hòa, Hợp Hòa
Quyết Thắng, Quyết Thắng
Đồng Quý, Đồng Quý
Tân Thanh, Tân Thanh
Chi Thiết, Chi Thiết
Đông Lợi, Đông Lợi
Thiện Kế, Thiện Kế
Phú Lương, Phú Lương
Ninh Lai, Ninh Lai
Đại Phú, Đại Phú
Sơn Nam, Sơn Nam
Hào Phú, Hào Phú
Tam Đa, Tam Đa
Trường Sinh, Trường Sinh
Duyên Hải, Duyên Hải
Lào Cai, Lào Cai
Cốc Lếu, Cốc Lếu
Kim Tân, Kim Tân
Bắc Lệnh, Bắc Lệnh
Pom Hán, Pom Hán
Xuân Tăng, Xuân Tăng
Bình Minh, Bình Minh
Đồng Tuyển, Đồng Tuyển
Vạn Hoà, Vạn Hoà
Bắc Cường, Bắc Cường
Nam Cường, Nam Cường
Cam Đường, Cam Đường
Tả Phời, Tả Phời
Cốc San, Cốc San
Bát Xát, Bát Xát
A Mú Sung, A Mú Sung
Nậm Chạc, Nậm Chạc
A Lù, A Lù
Trịnh Tường, Trịnh Tường
Y Tý, Y Tý
Cốc Mỳ, Cốc Mỳ
Dền Sáng, Dền Sáng
Bản Vược, Bản Vược
Sàng Ma Sáo, Sàng Ma Sáo
Bản Qua, Bản Qua
Mường Vi, Mường Vi
Dền Thàng, Dền Thàng
Bản Xèo, Bản Xèo
Mường Hum, Mường Hum
Trung Lèng Hồ, Trung Lèng Hồ
Quang Kim, Quang Kim
Pa Cheo, Pa Cheo
Nậm Pung, Nậm Pung
Phìn Ngan, Phìn Ngan
Tòng Sành, Tòng Sành
Pha Long, Pha Long
Tả Ngải Chồ, Tả Ngải Chồ
Tung Chung Phố, Tung Chung Phố
Mường Khương, Mường Khương
Dìn Chin, Dìn Chin
Tả Gia Khâu, Tả Gia Khâu
Nậm Chảy, Nậm Chảy
Nấm Lư, Nấm Lư
Lùng Khấu Nhin, Lùng Khấu Nhin
Lùng Vai, Lùng Vai
Bản Lầu, Bản Lầu
La Pan Tẩn, La Pan Tẩn
Tả Thàng, Tả Thàng
Bản Sen, Bản Sen
Nàn Sán, Nàn Sán
Thào Chư Phìn, Thào Chư Phìn
Bản Mế, Bản Mế
Si Ma Cai, Si Ma Cai
Sán Chải, Sán Chải
Lùng Thẩn, Lùng Thẩn
Cán Cấu, Cán Cấu
Sín Chéng, Sín Chéng
Quan Hồ Thẩn, Quan Hồ Thẩn
Nàn Xín, Nàn Xín
Bắc Hà, Bắc Hà
Lùng Cải, Lùng Cải
Lùng Phình, Lùng Phình
Tả Van Chư, Tả Van Chư
Tả Củ Tỷ, Tả Củ Tỷ
Thải Giàng Phố, Thải Giàng Phố
Hoàng Thu Phố, Hoàng Thu Phố
Bản Phố, Bản Phố
Bản Liền, Bản Liền
Tà Chải, Tà Chải
Na Hối, Na Hối
Cốc Ly, Cốc Ly
Nậm Mòn, Nậm Mòn
Nậm Đét, Nậm Đét
Nậm Khánh, Nậm Khánh
Bảo Nhai, Bảo Nhai
Nậm Lúc, Nậm Lúc
Cốc Lầu, Cốc Lầu
Bản Cái, Bản Cái
N.T Phong Hải, N.T Phong Hải
Phố Lu, Phố Lu
Tằng Loỏng, Tằng Loỏng
Bản Phiệt, Bản Phiệt
Bản Cầm, Bản Cầm
Thái Niên, Thái Niên
Phong Niên, Phong Niên
Gia Phú, Gia Phú
Sơn Hải, Sơn Hải
Xuân Giao, Xuân Giao
Trì Quang, Trì Quang
Phú Nhuận, Phú Nhuận
Phố Ràng, Phố Ràng
Nghĩa Đô, Nghĩa Đô
Vĩnh Yên, Vĩnh Yên
Điện Quan, Điện Quan
Xuân Hoà, Xuân Hoà
Tân Dương, Tân Dương
Cam Cọn, Cam Cọn
Xuân Thượng, Xuân Thượng
Việt Tiến, Việt Tiến
Bảo Hà, Bảo Hà
Lương Sơn, Lương Sơn
Phúc Khánh, Phúc Khánh
Sa Pa, Sa Pa
Sa Pả, Sa Pả
Ô Quý Hồ, Ô Quý Hồ
Ngũ Chỉ Sơn, Ngũ Chỉ Sơn
Phan Si Păng, Phan Si Păng
Trung Chải, Trung Chải
Hàm Rồng, Hàm Rồng
Hoàng Liên, Hoàng Liên
Cầu Mây, Cầu Mây
Mường Hoa, Mường Hoa
Tả Van, Tả Van
Mường Bo, Mường Bo
Bản Hồ, Bản Hồ
Liên Minh, Liên Minh
Khánh Yên, Khánh Yên
Võ Lao, Võ Lao
Sơn Thuỷ, Sơn Thuỷ
Nậm Mả, Nậm Mả
Tân Thượng, Tân Thượng
Nậm Rạng, Nậm Rạng
Nậm Chầy, Nậm Chầy
Khánh Yên Thượng, Khánh Yên Thượng
Nậm Xé, Nậm Xé
Dần Thàng, Dần Thàng
Chiềng Ken, Chiềng Ken
Làng Giàng, Làng Giàng
Hoà Mạc, Hoà Mạc
Khánh Yên Trung, Khánh Yên Trung
Khánh Yên Hạ, Khánh Yên Hạ
Dương Quỳ, Dương Quỳ
Nậm Tha, Nậm Tha
Minh Lương, Minh Lương
Thẩm Dương, Thẩm Dương
Liêm Phú, Liêm Phú
Nậm Xây, Nậm Xây
Noong Bua, Noong Bua
Him Lam, Him Lam
Thanh Bình, Thanh Bình
Tân Thanh, Tân Thanh
Mường Thanh, Mường Thanh
Nam Thanh, Nam Thanh
Thanh Trường, Thanh Trường
Thanh Minh, Thanh Minh
Nà Tấu, Nà Tấu
Nà Nhạn, Nà Nhạn
Mường Phăng, Mường Phăng
Pá Khoang, Pá Khoang
Sông Đà, Sông Đà
Na Lay, Na Lay
Lay Nưa, Lay Nưa
Sín Thầu, Sín Thầu
Sen Thượng, Sen Thượng
Chung Chải, Chung Chải
Leng Su Sìn, Leng Su Sìn
Pá Mỳ, Pá Mỳ
Mường Nhé, Mường Nhé
Nậm Vì, Nậm Vì
Nậm Kè, Nậm Kè
Mường Toong, Mường Toong
Huổi Lếnh, Huổi Lếnh
Mường Chà, Mường Chà
Xá Tổng, Xá Tổng
Mường Tùng, Mường Tùng
Hừa Ngài, Hừa Ngài
Huổi Mí, Huổi Mí
Pa Ham, Pa Ham
Nậm Nèn, Nậm Nèn
Huổi Lèng, Huổi Lèng
Sa Lông, Sa Lông
Ma Thì Hồ, Ma Thì Hồ
Na Sang, Na Sang
Mường Mươn, Mường Mươn
Tủa Chùa, Tủa Chùa
Huổi Só, Huổi Só
Tả Sìn Thàng, Tả Sìn Thàng
Lao Xả Phình, Lao Xả Phình
Tủa Thàng, Tủa Thàng
Trung Thu, Trung Thu
Sính Phình, Sính Phình
Sáng Nhè, Sáng Nhè
Mường Đun, Mường Đun
Mường Báng, Mường Báng
Tuần Giáo, Tuần Giáo
Phình Sáng, Phình Sáng
Rạng Đông, Rạng Đông
Mùn Chung, Mùn Chung
Nà Tòng, Nà Tòng
Ta Ma, Ta Ma
Mường Mùn, Mường Mùn
Pú Xi, Pú Xi
Pú Nhung, Pú Nhung
Quài Nưa, Quài Nưa
Mường Thín, Mường Thín
Tỏa Tình, Tỏa Tình
Nà Sáy, Nà Sáy
Mường Khong, Mường Khong
Quài Cang, Quài Cang
Quài Tở, Quài Tở
Chiềng Sinh, Chiềng Sinh
Chiềng Đông, Chiềng Đông
Tênh Phông, Tênh Phông
Mường Pồn, Mường Pồn
Thanh Nưa, Thanh Nưa
Hua Thanh, Hua Thanh
Thanh Luông, Thanh Luông
Thanh Hưng, Thanh Hưng
Thanh Xương, Thanh Xương
Thanh Chăn, Thanh Chăn
Pa Thơm, Pa Thơm
Thanh An, Thanh An
Thanh Yên, Thanh Yên
Noong Luống, Noong Luống
Noọng Hẹt, Noọng Hẹt
Sam Mứn, Sam Mứn
Pom Lót, Pom Lót
Núa Ngam, Núa Ngam
Hẹ Muông, Hẹ Muông
Na Ư, Na Ư
Mường Nhà, Mường Nhà
Na Tông, Na Tông
Mường Lói, Mường Lói
Phu Luông, Phu Luông
Điện Biên Đông, Điện Biên Đông
Na Son, Na Son
Phì Nhừ, Phì Nhừ
Chiềng Sơ, Chiềng Sơ
Mường Luân, Mường Luân
Pú Nhi, Pú Nhi
Nong U, Nong U
Xa Dung, Xa Dung
Keo Lôm, Keo Lôm
Luân Giới, Luân Giới
Phình Giàng, Phình Giàng
Pú Hồng, Pú Hồng
Tìa Dình, Tìa Dình
Háng Lìa, Háng Lìa
Mường Ảng, Mường Ảng
Mường Đăng, Mường Đăng
Ngối Cáy, Ngối Cáy
Ẳng Tở, Ẳng Tở
Búng Lao, Búng Lao
Xuân Lao, Xuân Lao
Ẳng Nưa, Ẳng Nưa
Ẳng Cang, Ẳng Cang
Nặm Lịch, Nặm Lịch
Mường Lạn, Mường Lạn
Nậm Tin, Nậm Tin
Pa Tần, Pa Tần
Chà Cang, Chà Cang
Na Cô Sa, Na Cô Sa
Nà Khoa, Nà Khoa
Nà Hỳ, Nà Hỳ
Nà Bủng, Nà Bủng
Nậm Nhừ, Nậm Nhừ
Nậm Chua, Nậm Chua
Nậm Khăn, Nậm Khăn
Chà Tở, Chà Tở
Vàng Đán, Vàng Đán
Chà Nưa, Chà Nưa
Phìn Hồ, Phìn Hồ
Si Pa Phìn, Si Pa Phìn
Quyết Thắng, Quyết Thắng
Tân Phong, Tân Phong
Quyết Tiến, Quyết Tiến
Đoàn Kết, Đoàn Kết
Sùng Phài, Sùng Phài
Đông Phong, Đông Phong
San Thàng, San Thàng
Tam Đường, Tam Đường
Thèn Sin, Thèn Sin
Tả Lèng, Tả Lèng
Giang Ma, Giang Ma
Bình Lư, Bình Lư
Sơn Bình, Sơn Bình
Nùng Nàng, Nùng Nàng
Bản Giang, Bản Giang
Bản Hon, Bản Hon
Bản Bo, Bản Bo
Nà Tăm, Nà Tăm
Khun Há, Khun Há
Mường Tè, Mường Tè
Thu Lũm, Thu Lũm
Ka Lăng, Ka Lăng
Tá Bạ, Tá Bạ
Pa ủ, Pa ủ
Mường Tè, Mường Tè
Pa Vệ Sử, Pa Vệ Sử
Mù Cả, Mù Cả
Bum Tở, Bum Tở
Nậm Khao, Nậm Khao
Tà Tổng, Tà Tổng
Bum Nưa, Bum Nưa
Vàng San, Vàng San
Kan Hồ, Kan Hồ
Sìn Hồ, Sìn Hồ
Chăn Nưa, Chăn Nưa
Hồng Thu, Hồng Thu
Phăng Sô Lin, Phăng Sô Lin
Ma Quai, Ma Quai
Lùng Thàng, Lùng Thàng
Sà Dề Phìn, Sà Dề Phìn
Nậm Tăm, Nậm Tăm
Tả Ngảo, Tả Ngảo
Pu Sam Cáp, Pu Sam Cáp
Nậm Cha, Nậm Cha
Pa Khoá, Pa Khoá
Làng Mô, Làng Mô
Noong Hẻo, Noong Hẻo
Nậm Mạ, Nậm Mạ
Căn Co, Căn Co
Tủa Sín Chải, Tủa Sín Chải
Nậm Cuổi, Nậm Cuổi
Nậm Hăn, Nậm Hăn
Lả Nhì Thàng, Lả Nhì Thàng
Huổi Luông, Huổi Luông
Phong Thổ, Phong Thổ
Sì Lở Lầu, Sì Lở Lầu
Mồ Sì San, Mồ Sì San
Pa Vây Sử, Pa Vây Sử
Vàng Ma Chải, Vàng Ma Chải
Tông Qua Lìn, Tông Qua Lìn
Mù Sang, Mù Sang
Dào San, Dào San
Ma Ly Pho, Ma Ly Pho
Bản Lang, Bản Lang
Hoang Thèn, Hoang Thèn
Khổng Lào, Khổng Lào
Nậm Xe, Nậm Xe
Mường So, Mường So
Sin Suối Hồ, Sin Suối Hồ
Than Uyên, Than Uyên
Phúc Than, Phúc Than
Mường Than, Mường Than
Mường Mít, Mường Mít
Pha Mu, Pha Mu
Mường Cang, Mường Cang
Hua Nà, Hua Nà
Tà Hừa, Tà Hừa
Mường Kim, Mường Kim
Tà Mung, Tà Mung
Tà Gia, Tà Gia
Khoen On, Khoen On
Tân Uyên, Tân Uyên
Mường Khoa, Mường Khoa
Phúc Khoa, Phúc Khoa
Thân Thuộc, Thân Thuộc
Trung Đồng, Trung Đồng
Hố Mít, Hố Mít
Nậm Cần, Nậm Cần
Nậm Sỏ, Nậm Sỏ
Pắc Ta, Pắc Ta
Tà Mít, Tà Mít
Nậm Nhùn, Nậm Nhùn
Hua Bun, Hua Bun
Mường Mô, Mường Mô
Nậm Chà, Nậm Chà
Nậm Manh, Nậm Manh
Nậm Hàng, Nậm Hàng
Pú Đao, Pú Đao
Nậm Pì, Nậm Pì
Chiềng Lề, Chiềng Lề
Tô Hiệu, Tô Hiệu
Quyết Tâm, Quyết Tâm
Chiềng Cọ, Chiềng Cọ
Chiềng Đen, Chiềng Đen
Chiềng Xôm, Chiềng Xôm
Chiềng An, Chiềng An
Chiềng Cơi, Chiềng Cơi
Chiềng Ngần, Chiềng Ngần
Hua La, Hua La
Chiềng Sinh, Chiềng Sinh
Mường Chiên, Mường Chiên
Cà Nàng, Cà Nàng
Chiềng Khay, Chiềng Khay
Mường Giôn, Mường Giôn
Pá Ma Pha Khinh, Pá Ma Pha Khinh
Chiềng Ơn, Chiềng Ơn
Mường Giàng, Mường Giàng
Chiềng Bằng, Chiềng Bằng
Mường Sại, Mường Sại
Nậm ét, Nậm ét
Chiềng Khoang, Chiềng Khoang
Thuận Châu, Thuận Châu
Phổng Lái, Phổng Lái
Mường é, Mường é
Chiềng Pha, Chiềng Pha
Chiềng La, Chiềng La
Chiềng Ngàm, Chiềng Ngàm
Liệp Tè, Liệp Tè
é Tòng, é Tòng
Phổng Lập, Phổng Lập
Phổng Lăng, Phổng Lăng
Chiềng Ly, Chiềng Ly
Noong Lay, Noong Lay
Mường Khiêng, Mường Khiêng
Mường Bám, Mường Bám
Long Hẹ, Long Hẹ
Chiềng Bôm, Chiềng Bôm
Thôm Mòn, Thôm Mòn
Tông Lạnh, Tông Lạnh
Tông Cọ, Tông Cọ
Bó Mười, Bó Mười
Co Mạ, Co Mạ
Púng Tra, Púng Tra
Chiềng Pấc, Chiềng Pấc
Nậm Lầu, Nậm Lầu
Bon Phặng, Bon Phặng
Co Tòng, Co Tòng
Muổi Nọi, Muổi Nọi
Pá Lông, Pá Lông
Bản Lầm, Bản Lầm
Ít Ong, Ít Ong
Nậm Giôn, Nậm Giôn
Chiềng Lao, Chiềng Lao
Hua Trai, Hua Trai
Ngọc Chiến, Ngọc Chiến
Mường Trai, Mường Trai
Nậm Păm, Nậm Păm
Chiềng Muôn, Chiềng Muôn
Chiềng Ân, Chiềng Ân
Pi Toong, Pi Toong
Chiềng Công, Chiềng Công
Tạ Bú, Tạ Bú
Chiềng San, Chiềng San
Mường Bú, Mường Bú
Chiềng Hoa, Chiềng Hoa
Mường Chùm, Mường Chùm
Bắc Yên, Bắc Yên
Phiêng Ban, Phiêng Ban
Hang Chú, Hang Chú
Xím Vàng, Xím Vàng
Tà Xùa, Tà Xùa
Háng Đồng, Háng Đồng
Pắc Ngà, Pắc Ngà
Làng Chếu, Làng Chếu
Chim Vàn, Chim Vàn
Song Pe, Song Pe
Hồng Ngài, Hồng Ngài
Tạ Khoa, Tạ Khoa
Hua Nhàn, Hua Nhàn
Phiêng Côn, Phiêng Côn
Chiềng Sại, Chiềng Sại
Phù Yên, Phù Yên
Suối Tọ, Suối Tọ
Mường Thải, Mường Thải
Mường Cơi, Mường Cơi
Quang Huy, Quang Huy
Huy Bắc, Huy Bắc
Huy Thượng, Huy Thượng
Tân Lang, Tân Lang
Gia Phù, Gia Phù
Tường Phù, Tường Phù
Huy Hạ, Huy Hạ
Huy Tân, Huy Tân
Mường Lang, Mường Lang
Suối Bau, Suối Bau
Huy Tường, Huy Tường
Mường Do, Mường Do
Sập Xa, Sập Xa
Tường Thượng, Tường Thượng
Tường Tiến, Tường Tiến
Tường Phong, Tường Phong
Tường Hạ, Tường Hạ
Kim Bon, Kim Bon
Mường Bang, Mường Bang
Đá Đỏ, Đá Đỏ
Tân Phong, Tân Phong
Bắc Phong, Bắc Phong
Mộc Châu, Mộc Châu
NT Mộc Châu, NT Mộc Châu
Chiềng Sơn, Chiềng Sơn
Tân Hợp, Tân Hợp
Qui Hướng, Qui Hướng
Nà Mường, Nà Mường
Tà Lai, Tà Lai
Chiềng Hắc, Chiềng Hắc
Hua Păng, Hua Păng
Chiềng Khừa, Chiềng Khừa
Mường Sang, Mường Sang
Đông Sang, Đông Sang
Lóng Sập, Lóng Sập
Yên Châu, Yên Châu
Sập Vạt, Sập Vạt
Chiềng Sàng, Chiềng Sàng
Chiềng Pằn, Chiềng Pằn
Viêng Lán, Viêng Lán
Chiềng Hặc, Chiềng Hặc
Mường Lựm, Mường Lựm
Chiềng On, Chiềng On
Chiềng Khoi, Chiềng Khoi
Tú Nang, Tú Nang
Lóng Phiêng, Lóng Phiêng
Phiêng Khoài, Phiêng Khoài
Chiềng Tương, Chiềng Tương
Hát Lót, Hát Lót
Chiềng Sung, Chiềng Sung
Mường Bằng, Mường Bằng
Chiềng Chăn, Chiềng Chăn
Mương Chanh, Mương Chanh
Chiềng Ban, Chiềng Ban
Chiềng Mung, Chiềng Mung
Mường Bon, Mường Bon
Chiềng Chung, Chiềng Chung
Chiềng Mai, Chiềng Mai
Hát Lót, Hát Lót
Nà Pó, Nà Pó
Cò Nòi, Cò Nòi
Chiềng Nơi, Chiềng Nơi
Phiêng Cằm, Phiêng Cằm
Chiềng Dong, Chiềng Dong
Chiềng Kheo, Chiềng Kheo
Chiềng Ve, Chiềng Ve
Chiềng Lương, Chiềng Lương
Phiêng Pằn, Phiêng Pằn
Nà Ơt, Nà Ơt
Tà Hộc, Tà Hộc
Sông Mã, Sông Mã
Bó Sinh, Bó Sinh
Pú Pẩu, Pú Pẩu
Chiềng Phung, Chiềng Phung
Chiềng En, Chiềng En
Mường Lầm, Mường Lầm
Nậm Ty, Nậm Ty
Đứa Mòn, Đứa Mòn
Yên Hưng, Yên Hưng
Nà Nghịu, Nà Nghịu
Nậm Mằn, Nậm Mằn
Chiềng Khoong, Chiềng Khoong
Chiềng Cang, Chiềng Cang
Huổi Một, Huổi Một
Mường Sai, Mường Sai
Mường Cai, Mường Cai
Mường Hung, Mường Hung
Chiềng Khương, Chiềng Khương
Sam Kha, Sam Kha
Púng Bánh, Púng Bánh
Sốp Cộp, Sốp Cộp
Dồm Cang, Dồm Cang
Nậm Lạnh, Nậm Lạnh
Mường Lèo, Mường Lèo
Mường Và, Mường Và
Suối Bàng, Suối Bàng
Song Khủa, Song Khủa
Liên Hoà, Liên Hoà
Tô Múa, Tô Múa
Chiềng Khoa, Chiềng Khoa
Mường Men, Mường Men
Vân Hồ, Vân Hồ
Lóng Luông, Lóng Luông
Chiềng Yên, Chiềng Yên
Chiềng Xuân, Chiềng Xuân
Xuân Nha, Xuân Nha
Tân Xuân, Tân Xuân
Yên Thịnh, Yên Thịnh
Yên Ninh, Yên Ninh
Minh Tân, Minh Tân
Nguyễn Thái Học, Nguyễn Thái Học
Nguyễn Phúc, Nguyễn Phúc
Hồng Hà, Hồng Hà
Minh Bảo, Minh Bảo
Tuy Lộc, Tuy Lộc
Âu Lâu, Âu Lâu
Giới Phiên, Giới Phiên
Hợp Minh, Hợp Minh
Pú Trạng, Pú Trạng
Trung Tâm, Trung Tâm
Tân An, Tân An
Cầu Thia, Cầu Thia
Nghĩa Lợi, Nghĩa Lợi
Nghĩa Phúc, Nghĩa Phúc
Nghĩa An, Nghĩa An
Nghĩa Lộ, Nghĩa Lộ
Sơn A, Sơn A
Phù Nham, Phù Nham
Thanh Lương, Thanh Lương
Hạnh Sơn, Hạnh Sơn
Thạch Lương, Thạch Lương
Mai Sơn, Mai Sơn
Yên Thế, Yên Thế
Tân Phượng, Tân Phượng
Lâm Thượng, Lâm Thượng
Khánh Thiện, Khánh Thiện
Minh Chuẩn, Minh Chuẩn
Khai Trung, Khai Trung
Mường Lai, Mường Lai
Minh Xuân, Minh Xuân
Tô Mậu, Tô Mậu
Tân Lĩnh, Tân Lĩnh
Yên Thắng, Yên Thắng
Khánh Hoà, Khánh Hoà
Vĩnh Lạc, Vĩnh Lạc
Liễu Đô, Liễu Đô
Động Quan, Động Quan
Minh Tiến, Minh Tiến
Trúc Lâu, Trúc Lâu
Phúc Lợi, Phúc Lợi
Trung Tâm, Trung Tâm
Mậu A, Mậu A
